,cat1,cat2,cat3,brand_name
33256,WOM,Women's Handbags,Totes & Shoppers,Rebecca Minkoff
33263,WOM,Swimwear,One-Piece,Lululemon
33312,WOM,Women's Handbags,Messenger & Crossbody,Fendi
33346,MEN,Men's Accessories,Watches,Cartier
33463,HAN,Housewares,Lighting,Others
33621,KID,Girls 2T-5T,Shoes,Michael Kors
33723,HAN,Woodworking,Carving,Others
33756,VIN,Jewelry,Brooch,Chanel
33795,WOM,Athletic Apparel,Tracksuits & Sweats,PUMA
33856,WOM,Sweaters,Full Zip,True Religion Brand Jeans
33908,VIN,Bags and Purses,Case,Others
34015,OTH,Books,Engineering & Transportation,Others
34197,HAN,Music,Other,Others
34252,VIN,Book,How to,Others
34308,HAN,Children,Clothing,Others
34321,VIN,Trading Cards,Vintage,Nintendo
34351,VIN,Collectibles,Glass,Tiffany & Co.
34420,WOM,Women's Accessories,Sunglasses,Dolce & Gabbana
34431,WOM,Skirts,"Straight, Pencil",Kate Spade
34500,WOM,Skirts,Peasant,Free People
34511,MEN,Men's Accessories,Other,Air Jordan
34540,ELE,Cell Phones & Accessories,Cell Phones & Smartphones,Sony
34572,MEN,Tops,T-shirts,True Religion
34623,ELE,"TV, Audio & Surveillance",Headphones,JBL
34670,WOM,Sweaters,Crewneck,Lilly Pulitzer
34751,ELE,Cameras & Photography,Lighting & Studio,Others
34753,MEN,Sweats & Hoodies,Hoodie,Jordan
34794,MEN,Athletic Apparel,Snowsuits & Bibs,Others
34832,KID,Boys 2T-5T,Shoes,Adidas
34932,WOM,Skirts,Maxi,Independent
35001,HAN,Clothing,Shirt,Others
35013,OTH,Automotive,Motorcycle & Powersports,Others
35046,VIN,Antique,Bags and Purses,Others
35067,BEA,Bath & Body,Bath,Chanel
35123,KID,Girls 2T-5T,Bottoms,LuLaRoe
35126,HAN,Accessories,Men,Others
35200,MEN,Tops,Dress Shirts,Michael Kors
35207,WOM,Underwear,Panties,Madewell
35290,HAN,Paper Goods,Notebook,Others
35389,HAN,Music,Equipment,Others
35403,WOM,Tops & Blouses,T-Shirts,Dolce & Gabbana
35442,WOM,Women's Handbags,Hobo,Louis Vuitton
35452,VIN,Accessories,Brooch,Others
35512,WOM,Tops & Blouses,Other,Free People
35548,ELE,"TV, Audio & Surveillance",Portable Audio & Accessories,Sony
35564,WOM,Women's Handbags,Cosmetic Bags,Coach
35602,SPO,Exercise,Fitness accessories,The North Face
35622,VIN,Toy,Other,Others
35659,MEN,Shorts,Dress Shorts,Others
35711,WOM,Sweaters,Cardigan,Free People
35731,WOM,Pants,Casual Pants,Michael Kors
35737,OTH,Musical instruments,Amplifiers & Effects,Others
35783,HOM,Home Décor,Photo Albums & Frames,Kate Spade
35823,HAN,Bags and Purses,Hip Bag,Others
35842,OTH,Musical instruments,Drums & Percussion,Others
35877,ELE,Cameras & Photography,Other,Fuji
35879,KID,Boys 0-24 Mos,One-Pieces,UGG Australia
35919,MEN,Shorts,Athletic,Lululemon
35920,KID,Bathing & Skin Care,Travel Bathing Kits,Others
35947,HAN,Art,Collages,Others
35980,HOM,Bedding,Duvet Covers & Sets,Pottery Barn
36045,NOI,no_info,no_info,Christian Dior
36076,WOM,Tops & Blouses,"Tank, Cami",Gymshark
36083,ELE,Cell Phones & Accessories,Cell Phone Accessories,LG
36148,HAN,Weddings,Favors,Others
36171,ELE,Cell Phones & Accessories,Chargers & Cradles,Nintendo
36212,WOM,Coats & Jackets,Windbreaker,PUMA
36248,WOM,Skirts,Mini,Rock Revival
36266,WOM,Shoes,Loafers & Slip-Ons,Michael Kors
36279,VIN,Accessories,Hat,Others
36343,HOM,Home Appliances,Dehumidifiers,Others
36577,MEN,Blazers & Sport Coats,Three Button,Others
36584,KID,Girls 0-24 Mos,One-Pieces,Jordans
36654,ELE,Cameras & Photography,Lenses & Filters,Nikon
36765,ELE,Video Games & Consoles,Accessories,Logitech
36791,WOM,Women's Accessories,Belts,David's Bridal
36844,NOI,no_info,no_info,Givenchy
36916,VIN,Serving,Mug,Kate Spade
36960,HAN,Books and Zines,Journal,Others
36964,KID,Pregnancy & Maternity,Breastfeeding Pillows & Stools,Medela
36969,MEN,Men's Accessories,Watches,Casio
36976,WOM,Suits & Blazers,Blazer,Michael Kors
36988,MEN,Sweaters,Polo,Others
37077,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Logitech
37143,WOM,Women's Accessories,Hats,Madewell
37152,WOM,Women's Accessories,Sunglasses,Cartier
37173,KID,Bathing & Skin Care,Grooming & Healthcare Kits,Others
37201,WOM,Jewelry,Earrings,Swarovski
37245,KID,Potty Training,Training Pants,Others
37274,WOM,Jeans,Overalls,LF
37286,HOM,Kitchen & Dining,Kitchen Utensils & Gadgets,Kate Spade
37315,ELE,Cameras & Photography,Digital Cameras,Samsung
37398,HOM,Home Décor,Home Décor Accents,Pottery Barn
37437,WOM,Suits & Blazers,Other,Others
37446,VIN,Housewares,Magnet,Others
37483,NOI,no_info,no_info,Adidas
37544,MEN,Men's Accessories,Wallets,Fendi
37564,WOM,Dresses,"Above Knee, Mini",Madewell
37574,ELE,Cameras & Photography,Camera & Photo Accessories,Canon
37598,WOM,Women's Accessories,Sunglasses,Tom Ford
37611,WOM,Women's Accessories,Wallets,MCM
37641,MEN,Shoes,Fashion Sneakers,Christian Louboutin
37646,MEN,Men's Accessories,Belts,Louis Vuitton
37656,VIN,Electronics,Telephone,Others
37667,ELE,Computers & Tablets,iPad,LG
37836,WOM,Shoes,Loafers & Slip-Ons,Cole Haan
37912,WOM,Coats & Jackets,Puffer,Michael Kors
37980,KID,Boys 2T-5T,Coats & Jackets,The North Face
38070,WOM,Women's Handbags,Backpack Style,Jordans
38143,MEN,Shoes,Boots,Ariat
38193,BEA,Makeup,Nails,Chanel
38304,MEN,Jeans,"Slim, Skinny",Dolce & Gabbana
38370,KID,Boys 0-24 Mos,Shoes,UGG Australia
38379,MEN,Men's Accessories,Hats,The North Face
38400,WOM,Sweaters,Hooded,Gymshark
38457,MEN,Shoes,Fashion Sneakers,Chanel
38465,WOM,Tops & Blouses,"Tank, Cami",LF
38612,WOM,Tops & Blouses,Other,Lilly Pulitzer
38879,WOM,Jeans,Boot Cut,Michael Kors
38931,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Adidas
38968,NOI,no_info,no_info,Tom Ford
38990,SPO,Outdoors,Indoor,Adidas
39047,HAN,Accessories,Eyewear,Others
39102,VIN,Bags and Purses,Purse,Dooney & Bourke
39216,WOM,Skirts,Peasant,Others
39246,WOM,Women's Accessories,Other,Louis Vuitton
39331,WOM,Women's Accessories,Hair Accessories,Supreme
39348,WOM,Women's Handbags,Other,Fossil
39526,WOM,Women's Accessories,Scarves & Wraps,Christian Dior
39534,KID,Boys 2T-5T,Shoes,Air Jordan
39581,WOM,Women's Accessories,Hats,Coach
39589,WOM,Women's Handbags,Other,MARC BY MARC JACOBS
39611,WOM,Women's Handbags,Satchel,Fossil
39641,BEA,Fragrance,Women,Tom Ford
39734,KID,Girls 2T-5T,Shoes,Air Jordan
39736,VIN,Accessories,Eyewear,Michael Kors
39783,WOM,Athletic Apparel,Sports Bras,Alo
39802,SPO,Team Sports,Lacrosse,Others
39847,MEN,Tops,Hawaiian,Others
39852,WOM,Dresses,Knee-Length,Kate Spade
39867,WOM,Women's Accessories,Hair Accessories,Burberry
39929,WOM,Women's Handbags,Shoulder Bag,Dolce & Gabbana
39965,VIN,Bags and Purses,Change Purse,Louis Vuitton
39971,MEN,Athletic Apparel,Jerseys,PUMA
39979,WOM,Tops & Blouses,Other,LuLaRoe
40009,VIN,Accessories,Cuff Links,Louis Vuitton
40082,ELE,Computers & Tablets,Networking & Connectivity,Apple
40115,WOM,Tops & Blouses,"Tank, Cami",Chanel
40151,HAN,Needlecraft,Other,Others
40171,WOM,Jewelry,Bracelets,Vince Camuto
40264,WOM,Shoes,Sandals,rag & bone
40285,VIN,Bags and Purses,Formal,Sherri Hill
40296,WOM,Women's Handbags,Shoulder Bag,Henri Bendel
40624,WOM,Jeans,Leggings,Gymshark
40692,WOM,Women's Accessories,Other,Ted Baker London
40865,HAN,Others,Religious,Others
41015,MEN,Tops,T-shirts,The North Face
41116,MEN,Other,Other,Gucci
41189,KID,Safety,Outdoor Safety,Others
41211,WOM,Jeans,Wide Leg,Others
41226,WOM,Jewelry,Bracelets,Dolce & Gabbana
41264,MEN,Men's Accessories,Sunglasses,Gucci
41309,MEN,Shoes,Slippers,patagonia
41324,MEN,Sweats & Hoodies,Hoodie,Jordans
41330,BEA,Skin Care,Face,Christian Dior
41392,HAN,Glass,Supplies,Others
41428,ELE,Video Games & Consoles,Other,Sony
41450,WOM,Other,Other,Lululemon
41465,WOM,Skirts,"Straight, Pencil",Disney Collection
41547,MEN,Tops,"Polo, Rugby",Adidas
41590,ELE,Video Games & Consoles,Accessories,Roku
41642,WOM,Athletic Apparel,"Pants, Tights, Leggings",Free People
41681,MEN,Jeans,"Classic, Straight Leg",DIESEL
41767,WOM,Women's Accessories,Other,Kate Spade
41774,HAN,Others,Personalized,Others
41944,WOM,Women's Handbags,Totes & Shoppers,Independent
41947,WOM,Athletic Apparel,Jackets,Oakley
42033,HAN,Books and Zines,Other,Others
42044,KID,Girls 0-24 Mos,One-Pieces,Adidas
42064,VIN,Clothing,Shirt,Others
42083,WOM,Shoes,Flats,Madewell
42091,VIN,Clothing,Jacket,Adidas
42116,MEN,Jeans,Other,True Religion Brand Jeans
42152,VIN,Clothing,Sweater,Lululemon
42186,WOM,Sweaters,Cardigan,Miss Me
42239,SPO,Golf,Men's Golf Clubs,Titleist
42275,KID,Feeding,Highchairs & Booster Seats,Graco
42358,MEN,Athletic Apparel,Jackets,patagonia
42365,WOM,Jewelry,Earrings,kate spade new york
42423,WOM,Sweaters,Hooded,Free People
42473,WOM,Jewelry,Necklaces,Swarovski
42509,WOM,Other,Other,Michael Kors
42687,HAN,Holidays,Valentine,Others
42702,ELE,Computers & Tablets,"Printers, Scanners & Supplies",Canon
42774,MEN,Shoes,Mules & Clogs,Others
42849,MEN,Jeans,"Classic, Straight Leg",Lululemon
42866,MEN,Shorts,Casual Shorts,Oakley
42919,WOM,Jewelry,Bracelets,Swarovski
43005,MEN,Sweats & Hoodies,Track & Sweat Suits,True Religion Brand Jeans
43033,BEA,Makeup,Makeup Sets,Chanel
43333,ELE,Video Games & Consoles,Accessories,Apple
43581,HAN,Clothing,Women,Others
43785,WOM,Jewelry,Earrings,PANDORA
43822,WOM,Women's Accessories,Watches,Burberry
43951,KID,Boys 0-24 Mos,Accessories,Pottery Barn Kids
44040,KID,Feeding,Bottle-Feeding,Medela
44211,ELE,Computers & Tablets,Other,Apple
44289,WOM,Swimwear,Cover-Ups,Lululemon
44311,WOM,Skirts,Mini,LuLaRoe
44315,MEN,Coats & Jackets,Jean Jacket,True Religion Brand Jeans
44338,WOM,Athletic Apparel,Snowsuits & Bibs,Burton
44500,KID,Girls (4+),Coats & Jackets,PUMA
44526,WOM,Athletic Apparel,Shorts,ASICS
44552,WOM,Other,Other,Coach
44598,MEN,Athletic Apparel,Socks,Adidas
44616,WOM,Women's Accessories,Sunglasses,David Yurman
44688,MEN,Men's Accessories,Other,Supreme
44704,KID,Strollers,Joggers,Others
44744,VIN,Clothing,Tshirt,Others
44760,WOM,Swimwear,Two-Piece,Burberry
44797,WOM,Jeans,Boyfriend,Free People
44955,WOM,Dresses,Asymmetrical Hem,Michael Kors
44957,KID,Toys,Action Figures & Statues,Spin Master
44965,WOM,Women's Handbags,Messenger & Crossbody,tokidoki
44978,WOM,Pants,"Capris, Cropped",Michael Kors
45022,WOM,Dresses,"Above Knee, Mini",David's Bridal
45039,WOM,Athletic Apparel,Sports Bras,Gymshark
45153,BEA,Tools & Accessories,Toiletry Kits,Others
45197,HAN,Candles,Other,Others
45215,WOM,Tops & Blouses,Blouse,Vince Camuto
45318,WOM,Athletic Apparel,"Pants, Tights, Leggings",The North Face
45369,WOM,Women's Accessories,Sunglasses,Saint Laurent
45407,VIN,Electronics,Camera,Others
45451,HAN,Glass,Ornaments,Others
45474,SPO,Golf,Golf Shoes,Others
45551,KID,Pregnancy & Maternity,Family Planning Tests,All
45627,MEN,Shoes,Outdoor,Others
45641,VIN,Jewelry,Pendant,Customized & Personalized
45677,WOM,Sweaters,Collared,Tory Burch
45848,ELE,Cell Phones & Accessories,Chargers & Cradles,HP
45849,NOI,no_info,no_info,Rae Dunn
45890,WOM,Women's Accessories,Other,Tory Burch
46059,WOM,Underwear,Bras,Customized & Personalized
46065,ELE,Cameras & Photography,Digital Cameras,Fuji
46227,SPO,Team Sports,Baseball & Softball,Wilson
46276,WOM,Women's Handbags,Shoulder Bag,tokidoki
46283,WOM,Sweaters,Cardigan,Burberry Brit
46337,WOM,Jewelry,Earrings,Saint Laurent
46433,WOM,Shoes,Boots,Free People
46480,MEN,Shoes,Mules & Clogs,Birkenstock
46490,ELE,Cell Phones & Accessories,Headsets,Samsung
46585,MEN,Shorts,Cargo,DIESEL
46616,HOM,Kids' Home Store,Kids' Furniture,Others
47011,WOM,Pants,Other,Customized & Personalized
47023,MEN,Coats & Jackets,Parka,Oakley
47184,MEN,Men's Accessories,Wallets,Nintendo
47303,WOM,Jewelry,Earrings,Rebecca Minkoff
47314,HOM,Cleaning Supplies,Trash Bags,Others
47318,WOM,Sweaters,Crewneck,Wildfox Couture
47500,ELE,Computers & Tablets,Desktops & All-In-Ones,Others
47543,WOM,Sweaters,Cardigan,Lululemon
47598,MEN,Shoes,Athletic,Nintendo
47756,MEN,Other,Other,Supreme
47831,WOM,Shoes,Pumps,UGG Australia
47921,VIN,Accessories,Keychain,Bape
48020,WOM,Skirts,A-Line,Independent
48201,WOM,Tops & Blouses,T-Shirts,Customized & Personalized
48334,HOM,Kids' Home Store,Nursery Bedding,Others
48373,HOM,Kids' Home Store,Kids' Furniture,Pottery Barn Kids
48386,WOM,Shoes,Loafers & Slip-Ons,Chanel
48400,WOM,Women's Accessories,Sunglasses,Vince Camuto
48424,WOM,Shoes,Loafers & Slip-Ons,PUMA
48534,WOM,Jewelry,Earrings,Tiffany & Co.
48560,HAN,Others,Other,Others
48640,WOM,Jewelry,Bracelets,Customized & Personalized
48792,KID,Strollers,Travel Systems,Graco
48921,MEN,Coats & Jackets,Rainwear,The North Face
48924,WOM,Sweaters,Other,Tory Burch
48974,SPO,Outdoors,Other,Yeti
49027,WOM,Shoes,Pumps,David's Bridal
49135,WOM,Women's Accessories,Hats,Adidas
49152,WOM,Tops & Blouses,Tunic,Customized & Personalized
49486,WOM,Women's Accessories,Hair Accessories,Lilly Pulitzer
49542,ELE,Cameras & Photography,Digital Cameras,HP
49610,ELE,Cell Phones & Accessories,Other,Others
49613,KID,Toys,Stuffed Animals & Plush,Nintendo
49640,BEA,Makeup,Lips,Tom Ford
49653,KID,Toys,Arts & Crafts,American Girl ®
49772,WOM,Other,Other,Kate Spade
49793,MEN,Swimwear,Swim Trunks,Rock Revival
49895,WOM,Athletic Apparel,Shirts & Tops,Lilly Pulitzer
49920,WOM,Sweaters,V-Neck,Free People
49973,WOM,Women's Handbags,Shoulder Bag,HERMES
50043,WOM,Coats & Jackets,Trench,Cole Haan
50069,WOM,Skirts,Mini,LF
50120,MEN,Shorts,Cargo,True Religion Brand Jeans
50129,WOM,Tops & Blouses,Button Down Shirt,Free People
50243,WOM,Shoes,Boots,Tory Burch
50291,VIN,Bags and Purses,Diaper Bag,Others
50308,HAN,Geekery,Videogame,Others
50361,ELE,Computers & Tablets,"Drives, Storage & Media",Apple
50371,WOM,Women's Accessories,Watches,Cartier
50419,KID,Toys,Action Figures & Statues,Nintendo
50427,MEN,Shoes,Fashion Sneakers,Oakley
50540,WOM,Jeans,Overalls,Adidas
50572,WOM,Underwear,Bras,Christian Dior
50873,VIN,Home Decor,Planter,Others
50907,WOM,Athletic Apparel,Sports Bras,PUMA
50911,ELE,Computers & Tablets,Components & Parts,Acer
50948,VIN,Accessories,Keychain,Fendi
51121,MEN,Swimwear,Swim Trunks,Fendi
51386,WOM,Athletic Apparel,Shorts,Gymshark
51397,WOM,Coats & Jackets,Windbreaker,Supreme
51445,VIN,Bags and Purses,Clutch,Michael Kors
51531,KID,Potty Training,Potties & Seats,Others
51637,WOM,Women's Handbags,Other,Lilly Pulitzer
51657,ELE,Computers & Tablets,Components & Parts,Microsoft
51714,HOM,Furniture,Home Office Furniture,Rae Dunn
51750,WOM,Coats & Jackets,Raincoat,Louis Vuitton
51806,WOM,Tops & Blouses,Other,Louis Vuitton
51949,MEN,Sweats & Hoodies,Track & Sweat Pants,True Religion Brand Jeans
51981,WOM,Athletic Apparel,Shorts,UNIF
52156,WOM,Athletic Apparel,Jackets,Lilly Pulitzer
52198,OTH,Automotive,Automotive Enthusiast Merchandise,Others
52221,ELE,Cell Phones & Accessories,Cell Phone Accessories,HTC
52289,MEN,Suits,Three Button,Others
52529,VIN,Book,History,Others
52543,WOM,Shoes,Pumps,Ted Baker London
52563,HOM,Kitchen & Dining,Coffee & Tea Accessories,KitchenAid
52635,HAN,Accessories,Women,Others
52882,ELE,Computers & Tablets,Networking & Connectivity,ASUS
53065,WOM,Pants,Other,Lululemon
53132,WOM,Women's Handbags,Shoulder Bag,Ted Baker London
53235,HAN,Woodworking,Other,Others
53419,ELE,Computers & Tablets,Networking & Connectivity,Sony
53429,WOM,Dresses,Other,LuLaRoe
53451,HAN,Clothing,Tshirt,Others
53486,VIN,Clothing,Dress,Sherri Hill
53496,WOM,Women's Accessories,Hats,Louis Vuitton
53573,WOM,Women's Accessories,Hair Accessories,Kate Spade
53607,WOM,Women's Handbags,Cosmetic Bags,Burberry
53664,VIN,Accessories,Buckle,Others
53986,WOM,Women's Accessories,Wallets,Ted Baker London
54029,HAN,Geekery,Other,Others
54089,VIN,Jewelry,Pendant,Tiffany & Co.
54160,WOM,Sweaters,Crewneck,Lululemon
54199,KID,Toys,Puzzles,Nintendo
54314,WOM,Coats & Jackets,Vest,Madewell
54361,WOM,Women's Handbags,Shoulder Bag,Versace
54415,KID,Toys,Stuffed Animals & Plush,tokidoki
54512,WOM,Coats & Jackets,Other,UNIF
54515,ELE,Computers & Tablets,iPad,Roku
54555,WOM,Sweaters,Crewneck,Tory Burch
54675,SPO,Fan Shop,NFL,Adidas
54715,WOM,Women's Accessories,Other,Gucci
54737,WOM,Skirts,"Straight, Pencil",Customized & Personalized
54804,WOM,Women's Handbags,Cosmetic Bags,Christian Dior
54823,SPO,Team Sports,Volleyball,Rawlings
54847,WOM,Jeans,Flare,Rock Revival
54871,BEA,Makeup,Lips,Georgio Armani
54874,WOM,Women's Handbags,Other,Burberry
54903,WOM,Women's Accessories,Hats,Lululemon
54924,VIN,Home Decor,Lighting,Others
54943,WOM,Sweaters,Scoop Neck,Lululemon
54995,VIN,Bags and Purses,Handbag,Chanel
55157,WOM,Skirts,Asymmetrical,Free People
55168,WOM,Tops & Blouses,Polo Shirt,Burberry Brit
55180,MEN,Men's Accessories,Belts,Fendi
55429,HAN,Pets,Accessories,Others
55481,MEN,Shorts,Casual Shorts,Bape
55491,HAN,Art,Printmaking,Others
55524,HOM,Artwork,Photographs,Others
55770,KID,Toys,Action Figures & Statues,Bandai
55854,WOM,Dresses,Asymmetrical Hem,Free People
55874,WOM,Women's Handbags,Shoulder Bag,PUMA
55911,WOM,Swimwear,One-Piece,Free People
55929,WOM,Athletic Apparel,Shirts & Tops,Disney Collection
56011,HAN,Accessories,Hat,Others
56057,WOM,Skirts,Pleated,Independent
56081,VIN,Serving,Casserole,Others
56128,WOM,Pants,"Khakis, Chinos",Lilly Pulitzer
56147,WOM,Pants,"Capris, Cropped",Adidas
56357,VIN,Clothing,Swimwear,Acacia Swimwear
56362,SPO,Golf,Golf Apparel,PUMA
56369,WOM,Skirts,"Straight, Pencil",Free People
56388,MEN,Athletic Apparel,Shorts,Air Jordan
56424,MEN,Sweats & Hoodies,Track & Sweat Pants,Jordan
56478,WOM,Sweaters,Hooded,Lululemon
56673,HOM,Bedding,"Shams, Bed Skirts & Bed Frame Draperies",Others
56723,WOM,Shoes,Slippers,UGG
56821,MEN,Athletic Apparel,Pants,Bape
56957,MEN,Athletic Apparel,Jackets,Jordan
57169,WOM,Women's Accessories,Scarves & Wraps,Independent
57177,ELE,Cell Phones & Accessories,"Cases, Covers & Skins",Nintendo
57186,VIN,Serving,Plate,Others
57196,BEA,Makeup,Face,Givenchy
57285,ELE,Computers & Tablets,Components & Parts,Logitech
57370,WOM,Athletic Apparel,Other,Adidas
57446,VIN,Bags and Purses,Change Purse,Coach
57474,BEA,Fragrance,Women,Vince Camuto
57507,HOM,Kitchen & Dining,Kitchen & Table Linens,Kate Spade
57572,WOM,Dresses,Knee-Length,Chanel
57687,WOM,Women's Accessories,Hair Accessories,MARC BY MARC JACOBS
57702,HOM,Storage & Organization,Garage Storage & Organization,Others
57907,BEA,Fragrance,Men,Versace
57974,WOM,Women's Accessories,Wallets,Rebecca Minkoff
58030,KID,Boys (4+),Bottoms,Jordan
58122,WOM,Tops & Blouses,Knit Top,Independent
58135,KID,Nursery,Bedding,All
58286,ELE,Computers & Tablets,"Drives, Storage & Media",Samsung
58463,OTH,Automotive,Tires & Wheels,Others
58648,ELE,"TV, Audio & Surveillance",Other,Others
58702,WOM,Shoes,Mules & Clogs,Birkenstock
58727,WOM,Women's Accessories,Watches,Apple
58741,WOM,Tops & Blouses,T-Shirts,True Religion
58792,WOM,Tops & Blouses,Knit Top,Lilly Pulitzer
58852,VIN,Bags and Purses,Handbag,Prada
59101,HAN,Music,Instrument,Others
59157,VIN,Jewelry,Necklace,Supreme
59208,WOM,Shoes,Boots,Prada
59210,WOM,Maternity,Other,Medela
59225,WOM,Women's Accessories,Other,UGG Australia
59292,HOM,Other,Other,Lilly Pulitzer
59351,WOM,Jewelry,Necklaces,Silpada
59404,SPO,Footwear,Other,Others
59428,WOM,Women's Handbags,Totes & Shoppers,MCM
59468,HOM,Seasonal Décor,Birthday,Others
59587,WOM,Women's Accessories,Sunglasses,Cole Haan
59603,KID,Diapering,Diaper Bags,tokidoki
59608,MEN,Shoes,Fashion Sneakers,Fendi
59881,WOM,Shoes,Other,Birkenstock
60085,SPO,Apparel,Accessories,Jordan
60147,WOM,Athletic Apparel,"Pants, Tights, Leggings",Ariat
60164,WOM,Shoes,Fashion Sneakers,Ted Baker London
60321,WOM,Women's Handbags,Cosmetic Bags,kate spade new york
60336,MEN,Tops,Tank,Lululemon
60340,MEN,Athletic Apparel,Socks,Oakley
60343,SPO,Exercise,Fitness accessories,Garmin
60420,WOM,Jewelry,Necklaces,Free People
60477,OTH,Office supplies,Paper,Others
60608,WOM,Women's Handbags,Messenger & Crossbody,patagonia
60652,WOM,Shoes,Flats,Vince Camuto
60670,WOM,Women's Handbags,Shoulder Bag,Independent
60735,WOM,Athletic Apparel,"Skirts, Skorts & Dresses",Lilly Pulitzer
60943,MEN,Men's Accessories,Belts,MCM
60949,WOM,Shoes,Fashion Sneakers,Kate Spade
61066,SPO,Exercise,Bowling,Others
61516,WOM,Sweaters,Hooded,adidas Originals
61519,KID,Boys 0-24 Mos,Shoes,Adidas
61540,WOM,Tops & Blouses,T-Shirts,Tory Burch
61611,HOM,Seasonal Décor,Christmas,Swarovski
61613,KID,Girls 2T-5T,Shoes,Jordan
61891,MEN,Tops,Tank,Gymshark
61893,MEN,Sweaters,Full Zip,Nintendo
61925,WOM,Sweaters,Crewneck,Madewell
62062,HOM,Kitchen & Dining,Storage & Organization,Magic Bullet
62082,MEN,Tops,Turtleneck,Others
62088,ELE,Cell Phones & Accessories,Batteries,Samsung
62097,MEN,Tops,Button-Front,Burberry Brit
62180,WOM,Pants,Dress Pants,Tory Burch
62264,MEN,Men's Accessories,"Backpacks, Bags & Briefcases",Louis Vuitton
62317,KID,Toys,Hobbies,tokidoki
62365,KID,Toys,Dolls & Accessories,Graco
62599,KID,Pregnancy & Maternity,Prenatal Monitoring Devices,All
